id,type,item,historical_state,historical_risk,current_status,decision,current_evidence,implementation_commit,remaining_action
DEP-0137,script,scripts/update-domesticas-db.ts,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",1d17990b,
DEP-0138,script,scripts/fase6d-sync-bulk.ts,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",1d17990b,
DEP-0139,script,scripts/fase6-consolidar-lote.ts,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",1d17990b,
DEP-0140,script,scripts/audit-internal-links-db.ts,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",1d17990b,
DEP-0141,script,scripts/extract-pension.js,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",1d17990b,
DEP-0142,script,scripts/analytics/funnel-report.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0143,script,scripts/e2e/fase5c-daily-brief-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0144,script,scripts/e2e/fase5b-document-intelligence-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0145,script,scripts/e2e/fase4b6-knowledge-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0146,script,scripts/e2e/fase4b3-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0147,script,scripts/e2e/fase4b5-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0148,script,scripts/e2e/dropbox-sign-completion-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0149,script,scripts/e2e/fase5a-risk-workload-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0150,script,scripts/e2e/fase4b2-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0151,script,scripts/e2e/fase5d-autonomy-portal-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0152,script,scripts/e2e/dropbox-sign-provider-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0153,script,scripts/e2e/fase4b4-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0154,script,scripts/e2e/fase4b7-copilot-e2e.mjs,unreferenced-candidate,Medio,DONE_VERIFIED,ARCHIVE_OR_REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",562e9123,
DEP-0155,public-asset,public/pinedayasociados-indexnow-key-2026.txt,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0156,public-asset,public/.well-known/bbbbda6cdb1e4e2cbe8f6f81c1886f58.txt,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0157,public-asset,public/images/services/gestion-documental-y-legalizacion.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0158,public-asset,public/images/services/asuntos-civiles-y-familiares-desde-el-extranjero.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0159,public-asset,public/images/services/actos-notariales-internacionales.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0160,public-asset,public/images/blog/abogados-en-nacaome.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0161,public-asset,public/images/blog/cardmapr-nl-s8F8yglbpjo-unsplash.webp,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0162,public-asset,public/images/blog/delitos-ambientales-como-denunciarlos-honduras.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0163,public-asset,public/images/blog/registro-medicamentos-productos-farmaceuticos-honduras.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0164,public-asset,public/images/blog/centro-conciliacion-arbitraje-ccic-guia-honduras.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0165,public-asset,public/images/blog/abogado-penalista-sur.webp,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0166,public-asset,public/images/blog/abogado-aduanero-san-lorenzo.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0167,public-asset,public/images/blog/contratos-mercantiles-proteger-negocio.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0168,public-asset,public/images/blog/pexels-ekaterina-bolovtsova-6077861.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0169,public-asset,public/images/blog/abogados-en-amapala-valle.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0170,public-asset,public/images/blog/pexels-ekaterina-bolovtsova-6077861.webp,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0171,public-asset,public/images/blog/abogado-civil-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0172,public-asset,public/images/blog/abogados-en-san-marcos-de-colon-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0173,public-asset,public/images/blog/pension-alimenticia-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0174,public-asset,public/images/blog/jorono-international-2693200.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0175,public-asset,public/images/blog/carlos-muza-hpjSkU2UYSU-unsplash.webp,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0176,public-asset,public/images/blog/expropiacion-forzosa-derechos-propietario-honduras.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0177,public-asset,public/images/blog/reformas-legales-recientes-honduras.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0178,public-asset,public/images/blog/constitucion-empresas-honduras-pasos-legales.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0179,public-asset,public/images/blog/habilitacion-clinicas-hospitales-privados-honduras.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0180,public-asset,public/images/blog/contratos-civiles-honduras-errores-comunes.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0181,public-asset,public/images/blog/abogado-empresas-san-lorenzo.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0182,public-asset,public/images/blog/abogados-en-marcovia-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0183,public-asset,public/images/blog/abogado-penalista-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0184,public-asset,public/images/blog/abogado-familia-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0185,public-asset,public/images/blog/abogados-en-pespire-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0186,public-asset,public/images/blog/abogados-en-san-lorenzo.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0187,public-asset,public/images/blog/habeas-corpus-cuando-interponer-honduras.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0188,public-asset,public/images/blog/abogados-en-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0189,public-asset,public/images/blog/central-riesgos-consultar-impugnar-honduras.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0190,public-asset,public/images/blog/fotografo-samuel-cruz-xyEIdq6wQvw-unsplash.webp,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0191,public-asset,public/images/blog/abogado-laboral-choluteca.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0192,public-asset,public/images/blog/zonas-libres-zoli-beneficios-fiscales-honduras.webp,unreferenced-static,Medio,DONE_VERIFIED,KEEP_VERIFIED,Consumidor DB de solo lectura o contrato URL externo documentado en repository-public-asset-evidence.md.,,
DEP-0193,public-asset,public/images/blog/jorono-international-2693200.webp,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0194,public-asset,public/images/corporate/courthouse.avif,unreferenced-static,Medio,DONE_VERIFIED,REMOVE_VERIFIED,"Ausente en HEAD; build, tests y Knip actuales pasan.",02ed69aa,
DEP-0195,duplicate-group,public/images/blog/abogados-en-choluteca.webp | public/images/blog/abogados-en-marcovia-choluteca.webp | public/images/blog/abogados-en-nacaome.webp | public/images/blog/abogados-en-pespire-choluteca.webp | public/images/blog/abogados-en-san-lorenzo.webp | public/images/blog/abogados-en-san-marcos-de-colon-choluteca.webp | public/images/blog/bufete-abogados.webp,DUP-01,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,7/7 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0196,duplicate-group,public/images/blog/abogado-penalista-choluteca.webp | public/images/blog/abogado-penalista-sur-honduras.webp | public/images/blog/abogado-penalista-sur.webp,DUP-02,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0197,duplicate-group,public/images/blog/accidente-transito-choluteca.webp | public/images/blog/danos-perjuicios-indemnizacion-honduras.webp,DUP-03,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0198,duplicate-group,public/images/blog/poder-legal-honduras-cuando-se-necesita.webp | public/images/blog/poder-notarial-honduras-tipos-requisitos.webp,DUP-04,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0199,duplicate-group,public/images/blog/abogado-familia-choluteca.webp | public/images/blog/divorcio-choluteca.webp | public/images/blog/divorcio-honduras-guia-completa.webp | public/images/blog/divorcio-tipos-requisitos-tiempos-honduras.webp,DUP-05,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,4/4 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0200,duplicate-group,public/images/despacho/diosa-justicia.webp | public/images/penal/recursos-impugnaciones.webp | public/images/penal/representacion-integral.webp,DUP-06,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,3/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0201,duplicate-group,public/images/blog/abogado-aduanero-san-lorenzo.webp | public/images/blog/codigo-aduanero-centroamericano-basico-honduras.webp | public/images/blog/guia-aduanera-importaciones-honduras.webp,DUP-07,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,3/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0202,duplicate-group,public/images/blog/contratos-franquicia-aspectos-legales-honduras.webp | public/images/blog/impuestos-pequenas-empresas-guia-basica-honduras.webp,DUP-08,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0203,duplicate-group,public/images/blog/derecho-ambiental-honduras.webp | public/images/blog/evaluacion-impacto-ambiental-honduras.webp | public/images/blog/evaluacion-impacto-ambiental-paso-a-paso-honduras.webp,DUP-09,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,3/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0204,duplicate-group,public/images/blog/importaciones-san-lorenzo.webp | public/images/blog/importar-mercancias-guia-legal-aduanera-honduras.webp,DUP-10,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0205,duplicate-group,public/images/blog/abogado-laboral-choluteca.webp | public/images/blog/despido-injustificado-honduras-derechos-trabajador.webp | public/images/blog/despido-laboral-honduras-guia-completa.webp,DUP-11,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,3/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0206,duplicate-group,public/images/blog/elegir-tipo-sociedad-empresa-honduras.webp | public/images/blog/tipos-sociedad-mercantil-honduras.webp,DUP-12,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0207,duplicate-group,public/images/blog/pension-alimenticia-choluteca.webp | public/images/blog/pension-alimenticia-honduras-como-solicitarla.webp | public/images/blog/pension-alimenticia-honduras-guia-completa.webp,DUP-13,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,3/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0208,duplicate-group,ahrefs/pineda-&-asociados_10-jul-2026_links-target-r_2026-07-10_11-25-46.csv | ahrefs/pineda-&-asociados_10-jul-2026_links-target-r_2026-07-10_11-26-24.csv,DUP-14,Medio,DONE_VERIFIED,DUPLICATE_RESOLVED,0/2 rutas permanecen; ya no forman un grupo duplicado exacto.,,
DEP-0209,duplicate-group,public/images/blog/abogado-civil-choluteca.webp | public/images/blog/contratos-civiles-honduras-errores-comunes.webp | public/images/blog/errores-contratos-civiles-honduras.webp,DUP-15,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,3/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0210,duplicate-group,public/images/blog/defensa-sar-choluteca.webp | public/images/blog/facturacion-electronica-obligaciones-requisitos-sar-honduras.webp,DUP-16,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0211,duplicate-group,public/images/blog/recurso-de-amparo-honduras-guia-completa.webp | public/images/blog/recurso-de-amparo-para-que-sirve-honduras.webp,DUP-17,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0212,duplicate-group,public/images/blog/como-elegir-abogado-honduras.webp | public/images/blog/como-elegir-buen-abogado-guia-practica-honduras.webp,DUP-18,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0213,duplicate-group,public/images/blog/defensa-penal-honduras.webp | public/images/blog/defensa-penal.webp,DUP-19,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0214,duplicate-group,public/images/blog/proceso-consulta-legal-pineda-asociados-honduras.webp | public/images/blog/tramites-legales-nacaome.webp,DUP-20,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0215,duplicate-group,public/images/blog/despido-empleados-publicos-honduras.webp | public/images/blog/despido-empleados-publicos-procedencia-defensa-honduras.webp,DUP-21,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0216,duplicate-group,public/images/blog/demanda-laboral-choluteca.webp | public/images/blog/despido-laboral.webp,DUP-22,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0217,duplicate-group,public/images/blog/actualizacion-legislativa-mensual-honduras.webp | public/images/blog/reformas-legales-recientes-honduras.webp,DUP-23,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0218,duplicate-group,public/images/blog/cobro-deudas-choluteca.webp | public/images/blog/reclamar-deuda-legalmente-honduras.webp,DUP-24,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0219,duplicate-group,public/images/blog/divorcio-honduras-pasos-requisitos.webp | public/images/blog/tramites-notariales-frecuentes-honduras.webp,DUP-25,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0220,duplicate-group,public/images/blog/cuando-prescribe-delito-en-honduras.webp | public/images/blog/prescripcion-deudas-plazos-honduras.webp,DUP-26,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0221,duplicate-group,public/images/blog/impuesto-renta-guia-personas-fisicas-honduras.webp | public/images/blog/impuesto-renta-personas-fisicas-honduras.webp,DUP-27,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0222,duplicate-group,public/images/blog/derechos-del-detenido-guia-constitucional-honduras.webp | public/images/blog/derechos-detenido-honduras-guia-constitucional.webp,DUP-28,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0223,duplicate-group,public/images/blog/antejuicio-en-honduras.webp | public/images/servicios/servicios-bg.webp,DUP-29,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0224,duplicate-group,public/images/blog/abogado-empresas-san-lorenzo.webp | public/images/blog/abogados-en-amapala-valle.webp | public/images/blog/servicios-empresariales.webp,DUP-30,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,3/3 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0225,duplicate-group,public/images/blog/central-riesgos-consultar-impugnar-honduras.webp | public/images/blog/central-riesgos-honduras-consultar-impugnar.webp,DUP-31,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0226,duplicate-group,public/images/blog/contratos-trabajo-tipos-clausulas-honduras.webp | public/images/blog/sar-notifica-fiscalizacion-que-hacer-honduras.webp,DUP-32,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0227,duplicate-group,public/images/blog/registrar-marca-honduras-paso-a-paso.webp | public/images/blog/registrar-marca-paso-a-paso-honduras.webp,DUP-33,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0228,duplicate-group,public/images/blog/derechos-consumidor-financiero-cnbs-honduras.webp | public/images/blog/derechos-consumidor-financiero-honduras-cnbs.webp,DUP-34,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0229,duplicate-group,docs/audits/blog-pendientes-revision-humana.md | docs/audits/blog-revision-humana-pendiente.md,DUP-35,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0230,duplicate-group,public/images/blog/arbitraje-cuando-conviene-como-funciona-honduras.webp | public/images/blog/arbitraje-honduras-guia-completa.webp,DUP-36,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0231,duplicate-group,public/images/blog/ejecucion-hipotecaria-honduras-que-hacer.webp | public/images/blog/ejecucion-hipotecaria-que-hacer-honduras.webp,DUP-37,Medio,DONE_VERIFIED,KEEP_DISTINCT_PUBLIC_URLS,2/2 rutas públicas permanecen con 1 contenido(s); nombres distintos son contratos URL y no se borran sin redirects/consumidores externos verificados.,,
DEP-0232,duplicate-group,auditoria_seo/recrawl_bing/urls-enviadas-indexnow-dryrun.csv | auditoria_seo/recrawl_bing/urls-enviadas-indexnow.csv,DUP-38,Medio,DONE_VERIFIED,DUPLICATE_RESOLVED,0/2 rutas permanecen; ya no forman un grupo duplicado exacto.,,
DEP-0233,duplicate-group,data/backups/fase3b-links/prescripcion-deudas-plazos-honduras.html | scripts/prescripcion_modified.html,DUP-39,Medio,DONE_VERIFIED,DUPLICATE_RESOLVED,1/2 rutas permanecen; ya no forman un grupo duplicado exacto.,,
DEP-0234,dependency,recharts,no-static-import,Medio,DONE_VERIFIED,REMOVE_VERIFIED,Ausente de package.json y lockfile; npm run verify y Knip pasan.,,
DEP-0235,dependency,@cyclonedx/cyclonedx-npm,no-static-import,Medio,DONE_VERIFIED,KEEP_VERIFIED,"Presente por contrato de configuración, CLI o tipos; Knip actual informa 0 dependencias no usadas/no listadas.",,
DEP-0236,dependency,@modelcontextprotocol/server-filesystem,no-static-import,Medio,DONE_VERIFIED,REMOVE_VERIFIED,Ausente de package.json y lockfile; npm run verify y Knip pasan.,,
